Id,Title,Description,Director,Composer,Release Year
00000000-0000-0000-0000-000000000000,Spirited Away,During her family's move to the suburbs* a sullen 10-year-old girl wanders into a world ruled by gods* witches and spirits* a world where humans are changed into beasts.,Hayao Miyazaki,Joe Hisaishi,2001
